text,label
บริการแย่ 🤦!!,neg
บริการดี 😍.!!! นะ,pos
คุณภาพ ยังไม่แน่ใจ. มัั้ง.. ค่ะ,neu
ไม่คุ้ม แพ็กของ 😡😡😡. นะ! สุดๆ,neg
แพงเกินไปปปป 🤦 ครับ… สุดๆ,neg
เป็นมาตรฐาน. ครับ,neu
แพ็กของแนะนำเลย โคตรรรรดี เลย,pos
ช้ามาก คุณภาพ โคตรแย่.. มั้้้ง?! สุดๆ,neg
ไม่โอเค แอป 😤. ค่ะ?! มาก,neg
คุ้มค่ามาก พนักงาน 😍..! ค่ะ,pos
ความเร็ว ไม่คุ้ม 🤦🤦. นะ!!,neg
แย่มาก มากๆ.. นะ!!! ค่ะ,neg
ไม่ดี 💢. มั้้้ง!,neg
อาหาร ตามราาาคา,neu
บริการแย่่ 💢. มั้ง… ค่ะ,neg
แย่ลงง 😤?! เลย,neg
แพ็กของไม่คุ้ม แย่มากๆ มั้งงง!!! สุดๆ,neg
ไม่โอเค บรรยากาศ 😡.. ค่ะ!,neg
ไม่แนะนำ ผิดหวังมากก.. นะ… มาก,neg
ไม่มีความเห็น อาหาร. มั้ง..,neu
คุ้มค่า 👍!! นะ,pos
ปานกลาง 😐 ครับบบ.. ค่ะ,neu
ความเร็วไม่อร่อย ผิดหวังมาก มัั้ง… เลย,neg
บริการดี 😍.. ค่ะ!,pos
ไม่ดี มากๆ ค่ะ!,neg
ส่งของต้องลองอีกสักพัก ทั่วไป.,neu
ไม่คุ้ม ราคา 😡.. ครับ?!,neg
ผิดหวัง ความเร็ว โคตรแย่ ครับ!!! มาก,neg
ราคา ไม่คุ้ม 😞.. นะ!!! มาก,neg
ไม่คุ้ม รสชาติ 💢 มั้ง?! เลย,neg
ไม่คุ้ม แพ็กของ 🤦 มั้ง… มาก,neg
รวดเร็ว ประทับใจมาก นะ~ นะ,pos
หน้าเว็บห่วย โคตรแย่.. ครรรับ!! เลย,neg
รสชาติแย่มมมาก?! สุดๆ,neg
ไม่มีความเห็น แพ็กของ กลางๆๆๆๆ. มั้ง.. นะ,neu
บริการดี 👍.. ครับ!!,pos
ถูกใจ ราคา 🥰.. มั้ง!! ค่ะ,pos
ไม่โอเค เครื่องดื่ม 🤦. ครับ!! เลย,neg
ไม่อร่อย 👎. ค่ะ?! ครับ,neg
น่าประทับใจ บรรยากาศ ที่สุด. ค่ะ,pos
ก็พอใช้ได้ ครับ.. นะ,neu
ก็พอใช้ได้ 😐. มั้ง นะ,neu
บรรยากาศ ตามราคาาาา. ค่ะ,neu
เครื่องดื่ม เรื่อยๆ.. มั้ง,neu
แย่มาก ครัับ!!!,neg
แพ็กของงงมาก สุดๆ.. ค่ะ! มาก,neg
ต้องลองอีกสักพัก หน้าเว็บ กลางๆ.. ครับ,neu
พนักงาน เกินคาด 😍 ครับ~ เลย,pos
บริการดี 😊.. ครัับ!!! ค่ะ,pos
พนักงาน อร่อยมาก 😊.. มั้้้้ง~ ครับ,pos
บริการหลังการขายต้องลองอีกสักพัััก นะ ครับ,neu
แพ็กของ ไม่แนะนำ 💢 นะ!!! มาก,neg
สะอาด ประทับใจมากกก ค่ะ!!! ครับ,pos
แย่มาก ส่งของ มากๆ.. ครับ! สุดๆ,neg
ส่งของ ต้องลองอีกสักพัก....,neu
ไม่คุ้ม บริการหลังการขาย 👎👎👎👎.. นะ! เลย,neg
เกินคาด ✨ ครััับ~ นะ,pos
รวดเร็ว โคตรดี นะ~ นะ,pos
คุ้มค่ามาก บริการหลังการขาย..!!! ครับ,pos
คุ้มค่ามาก เครื่องดื่ม 🥰. นะ ครับ,pos
ก็พอใช้ได้้้ 🙂.. ค่ะ,neu
โอเคคค ครับ. มั้ง,neu
ชอบมาก โคตรดี มั้้ง จริงๆ,pos
ยอดเยี่ยม มากกกๆ. มั้้ง!!! เลย,pos
ไม่โอเค บริการหลังการขาย.. มั้ง!! เลย,neg
ไม่ตรงปก 🤦.… มาก,neg
ไม่โอเค แอป 😡. คคค่ะ! เลย,neg
ก็พอใช้ได้ 😐 ครรรรับ.. ครับ,neu
แอป กลางๆๆๆๆ นะ ครับ,neu
บริการหลังการขายไม่อร่อย แย่มากๆ ครับ!!!,neg
ไม่คุ้ม หน้าเว็บ 😞. ครัับ!!! มาก,neg
ไม่คุ้ม ราคา.. ครับ!!! ครับ,neg
บริการดี 👍. นะ!,pos
ความเร็วกลางๆ ทั่วไป.. นะ นะ,neu
ดีมาก 🥰 มั้ง!!! ค่ะ,pos
ไม่คุ้ม บริการหลังการขายยยย 😤.. มั้ง!! เลย,neg
โอเค 🙂.. คคคค่ะ. ค่ะ,neu
เกินคาดดดด 😊.. นะ เลย,pos
แย่มาก 😞 มั้ง! สุดๆ,neg
ราคา ยังไม่แน่ใจ ครับ. มั้ง,neu
แย่มาก โคตรแย่. ค่ะ… ค่ะ,neg
ไม่คุ้ม แอป 😞. มั้ง?! สุดๆ,neg
ต้องลองอีกสักพัก ครับ..,neu
กลางๆ ค่ะ. ค่ะ,neu
ไม่อร่อย สุดๆ… มาก,neg
ไม่คุ้ม โคตรแย่.!! ค่ะ,neg
บรรยากาศต้องลองอีกสักพัก กลางๆ. มั้ง.. ครับ,neu
ยังไม่แน่ใจ.. ค่ะ. ค่ะ,neu
ไม่โอเค ความเร็ว 👎.. นะ?! ค่ะ,neg
ไม่ดี ผิดหวังมาก.. ค่ะ… เลย,neg
เครื่องดื่มยังไม่แน่ใจจ.. นะ มั้ง,neu
แอปห่วย สุดดๆ.. นะ!!! ครับ,neg
เป็นมาตรฐาน รสชาติ พอได้้้้ นะ. มั้ง,neu
ไม่โอเค พนักงาน 😤 มั้ง!!,neg
คุณภาพดี 👍.. ค่ะ ค่ะ,pos
รสชาติตรงปก มากๆ. นะ~ ครับ,pos
เครื่องดื่ม บริการแย่่ 😤.… ค่ะ,neg
บริการหลังการขาย ไม่ตรงปก 😡. มั้ง!! สุดๆ,neg
เครื่องดื่ม รวดเร็ว 😊.. มั้้้้ง~ เลย,pos
ต้องลองอีกสักพพพพัก. นะ,neu
ไม่แนะนำ แออป?! ครับ,neg
ความเร็วคุณภาพแย่.. นะะะะ!! ค่ะ,neg
คุณภาพแย่. มั้ง! มาก,neg
ราคา ธรรมดา ครััับ. มั้ง,neu
ต้องลองอีกสักพัก.. ครับ.. ค่ะ,neu
ถูกใจ บริการหลังการขาย 🥰.!!!,pos
ไม่มีความเห็น อาหาร ก็โอเคค. ครับ นะ,neu
บริการดีีีี 👍.. ค่ะ นะ,pos
แพ็กของโอเค. ครับ,neu
ช้ามมาก มั้ง!!! เลย,neg
รวดเร็ว ✨.. ครับ จริงๆ,pos
ไม่คุ้ม ส่งของ 😞..… เลย,neg
แพ็กของ ใช้งานง่าย 😍.. ครััับ! นะ,pos
คุ้มค่ามาก บริการหลังการขายยยย 👍.. ครับบ ครับ,pos
ไม่ดี อาหาร โคตรแย่.. มั้ง!,neg
แอป ใช้ได้. มั้ง..,neu
ประทับใจ ความเร็ว เกินคาดจริงๆ มั้ง!! ค่ะ,pos
คุ้มค่ามาก แพ็กของ!!! เลย,pos
หน้าเว็บ ใช้งานไม่ได้ มั้ง!! มาก,neg
บริการดี 👍.. ค่ะ! นะ,pos
งงมาก สุดๆ..… ครับ,neg
ถูกใจ อาหาร ✨.. นะ!! จริงๆ,pos
ไม่อร่อย 💢 ค่ะ… ครับ,neg
บริการดี 💯 มััั้ง นะ,pos
ไม่มีความเห็น แพ็กของ.. คค่ะ. นะ,neu
ส่งของ อร่อยมาก 😊.. นะ!!!,pos
เครื่องดื่มเกินคาด โคตรดี.. นะ ครับ,pos
กลางๆ มั้ง.. ครับ,neu
ห่วย เครื่องดื่มม.. ค่่่ะ… เลย,neg
ไม่คุ้ม เครื่องดื่ม 👎. มั้ง…,neg
เป็นมาตรฐาน. นะ. ค่ะ,neu
พนักงานเรื่อยๆ พอได้้.. ค่ะ ค่ะ,neu
ไม่ดี. ค่ะ?! สุดๆ,neg
ดีมาก ประทับใจมมมมาก! ครับ,pos
แอป ยังไม่แน่ใจ.... มั้ง,neu
กลางๆ ครับ..,neu
แย่ลง อาหาร. ค่ะ! สุดๆ,neg
ต้องลองอีกสักพัก.. ครับ,neu
แอป เป็นมาตรฐาน.. ค่่ะ.. ครับ,neu
ไม่คุ้ม ความเร็ว 💢💢💢 มั้งงงง!!! ค่ะ,neg
ใช้งานไม่ได้ 👎👎👎. มั้ง!! สุดๆ,neg
อาหารต้องลองอีกสักพัก ทั่วไป. นะ ครับ,neu
รสชาติกลางๆ ทั่วไป ค่ะ,neu
พนักงาน คุณภาพแย่ 😡 ค่ะ… ครับ,neg
คุณภาพเป็นมาตรฐาน พอได้ มั้ง ค่ะ,neu
ยังไม่แน่ใจ 😐 นะ.. นะ,neu
อาหารใช้ได้ พอไดดดด้. ค่ะะะ. นะ,neu
ตามราคา 😐 ค่ะ.. ค่ะ,neu
ไม่ดี อาหาาาาร.. มัั้ง!!! สุดๆ,neg
บริการหลังการขาย ไม่มีความเห็น. มั้ง.. นะ,neu
ไม่มีความเห็น 😐.. ค่ะ. ค่ะ,neu
ไม่คุ้ม แอป 😞.. คคคค่ะ?! มาก,neg
คุณภาพตามราคา ทั่วไปป.. ค่ะ..,neu
น่าประทับใจ พนักงาน เกินคาดจริงๆ. นะ!!! จริงๆ,pos
ไม่ตรงปก 💢.. นะ! สุดๆ,neg
ใช้ได้... นะ,neu
อาหารใช้ได้ ก็โอเค ครับบ.. ค่ะ,neu
บริการแย่ 😤 นะ… ค่ะ,neg
คุณภาพแย่ 😤..!!,neg
แพงเกินไป ราาาคา นะ?!,neg
ถูกใจ คุณภาพ 😍. ครับ ครับ,pos
คุ้มค่ามาก ราคา 👍. นะ~ จริงๆ,pos
ก็พอใช้ได้.. ครับ.. ครับ,neu
ไม่โอเค คุณภาพ 💢..! ครับ,neg
อาหาร ดีมาก 🥰. ค่ะ!!,pos
เฉยๆ มั้ง นะ,neu
เครื่องดื่มไม่อร่อย มากๆ.. มั้ง!,neg
ความเร็วช้ามาก แย่มากๆ ครับ… มาก,neg
ใช้ได้ บริการหลังการขาย กลางๆๆ..,neu
อาหาร ไม่มีความเห็น ครับ ครับ,neu
ไม่คุ้ม ผิดหวังมาก.. นะ!! เลย,neg
แพ็กของเรื่อยๆ พอไดด้ นะ.. นะ,neu
ไม่มีความเห็นน.. นะ,neu
คุณภาพ เกินคาด ✨.. ค่ะ เลย,pos
บริการแย่ เครื่องดื่ม มากๆ ครัับ… เลย,neg
คุณภาพใช้ได้ ค่ะ. ครับ,neu
โอเค 🙂... มั้ง,neu
ส่งของ ช้ามาก 😞.. มั้ง! เลย,neg
ใช้งานไม่ได้ สุดดๆ.. นะะ! มาก,neg
แพงเกินไป 😞. มั้ง… ค่ะ,neg
ราคา ต้องลองอีกสักพักกกก.. ครับ.. ค่ะ,neu
ชอบมมมาก มั้ง! ครับ,pos
ถูกใจ บรรยากาศ 🥰 จริงๆ,pos
ใช้งานไม่ได้ แอป โคตรแย่ ค่ะ!!! ค่ะ,neg
บริการดี 🥰..! นะ,pos
ไม่แนะนำ ครรรรับ?!,neg
ดีมาก 🥰🥰🥰🥰. คคคค่ะ! ค่ะ,pos
คุ้มค่ามาก ความเร็ว ✨.. นะะะะ! นะ,pos
ยอดเยี่ยม สุดๆ. นะ เลย,pos
ใช้ได้ อาหาร กลางๆ.. มั้ง. ค่ะ,neu
คุ้มค่ามาก รสชาติ 🥰.. ค่ะะะะ!! จริงๆ,pos
พนักงาน ธรรมดา.. ค่ะ.. ค่ะ,neu
ไม่โอเค อาหาร 👎… เลย,neg
ส่งของต้องลองอีกสักพัก กลางงงงๆ.. ครับ. ค่ะ,neu
เครื่องดื่ม ต้องลองอีกสักพัก.. ครับบบ. มั้ง,neu
ถูกใจ บริการหลังการขายย!! จริงๆ,pos
ชอบมาก.. ค่ะ~ นะ,pos
ไม่โอเค ส่งของ 💢.. ครัับ!! ครับ,neg
ยังไม่แน่ใจ อาหาร..,neu
บริการดี เกินคาดจริงๆ.. นะะ~ นะ,pos
ถูกใจ คุณภาพ 😊.. นะ,pos
กลางๆๆๆ. ค่ะ..,neu
รสชาติ เกินคาด 🤩 นนนะ,pos
พนักงานปานกลาง พอได้.. นะ. ค่ะ,neu
อาหารไม่คุ้ม มาาาากๆ. มั้ง?! ค่ะ,neg
บริการแย่ โคตรแย่. นะ! มาก,neg
พนักงานบริการดี ประทับใจมาก.. นะ!!! ครับ,pos
คุณภาพก็พอใช้ได้้้้...,neu
บริการดี 🤩.. ค่ะ,pos
คุณภาพแย่่่ 😞.. ครับ?! ครับ,neg
ยังไม่แน่ใจ ความเร็ว ก็โอเค คคคค่ะ. ค่ะ,neu
ไม่โอเค แอป 😞?! สุดๆ,neg
เกินคาด โคตรดี ครับ~ เลย,pos
ไม่อร่อย 🤦. ครับ!! ครับ,neg
แอป ใช้งานง่าย 🥰🥰🥰. นะ!!! จริงๆ,pos
ถูกใจ ความเร็ว 👍!!! เลย,pos
ใช้ได้ ครับ.. มั้ง,neu
ปานกลาง คุณภาพ กลางๆ.. ครับ มั้ง,neu
แอป ต้องลองอีกสักพัก.. ค่ะ,neu
ไม่คุ้ม ความเร็ว 👎.. ค่ะ!!!,neg
ส่งของ ยังไม่แน่ใจ. มั้งงง. มั้ง,neu
ไม่โอเค รสชาติ 😡.. ค่ะ!!! ครับ,neg
ไม่คุ้ม พนักงาน 😤.. มั้ง?! มาก,neg
ไม่โอเค แอป 🤦 ค่ะ… ค่ะ,neg
บริการดี 🤩. นะ! ค่ะ,pos
บริการดี 🤩.. ค่ะ นะ,pos
แพ็กของโอเค ทั่วไป ครับ..,neu
คุณภาพ ปานกลาง.. มั้งง. นะ,neu
ห่วย ราคา สุดๆ ค่ะ?! เลย,neg
ใช้งานง่าย คุณภาพ โคตรดีีี ครับ จริงๆ,pos
ไม่คุ้ม บรรยากาศ ค่ะ!,neg
ปานกลาง คุณภาพ ทั่วไปปป มั้ง.. มั้ง,neu
ไม่มีความเห็น 😐.. ค่ะ.. มั้ง,neu
บริการดี 👍.. นะ ครับ,pos
ถูกใจ อาหาร 🤩. ค่ะะ จริงๆ,pos
รสชาติอร่อยมาก ที่สุด. นะ~ ค่ะ,pos
ใช้ได้ 🙂.... ครับ,neu
หน้าเว็บ น่าประทับใจ มั้งงงง~ ครับ,pos
พนักงาน เกินคคคาด มั้ง!! จริงๆ,pos
งงมาก คุณภาพ สุดๆ. นะ… สุดๆ,neg
แพ็กของ คุ้มค่า มั้ง~ ครับ,pos
เฉยๆ 🙂. ครับ นะ,neu
แอปห่วย แย่มากๆ.. มั้ง?! มาก,neg
บริการแย่ ค่ะ!!! เลย,neg
ธรรมมมดา.. ครรับ. มั้ง,neu
ใช้งานไม่ได้ เครื่องดื่ม ผิดหวังมาก. ค่ะ!!! มาก,neg
บริการหลังการขาย เฉยๆ. ครับ.. ครับ,neu
ราคาบริการแย่ สุดๆ.!!,neg
ดีมาก ที่สุด มั้ง~ นะ,pos
คุณภาพแย่ 💢. ครับ?! ค่ะ,neg
ความเร็วตามราคา ก็โอเค.. ครับ.. นะ,neu
ปานกลาง 😐 มั้ง นะ,neu
ไม่โอเค เครื่องดื่ม 💢. นะะะ!!! มาก,neg
ตามราคา ครับ. มั้ง,neu
แพ็กของไม่คุ้ม มากๆ.. ค่ะ! เลย,neg
รสชาติตามราคา กลางๆ.. มั้ง มั้ง,neu
ตรงปก หน้าเว็บ สุดๆ.. นะ~ ค่ะ,pos
ดีมาก ราคา ประทับใจมาก ค่ะ!!! ค่ะ,pos
ยังไม่แน่ใจ แอป พอได้. ค่ะ,neu
บริการหลังการขาย ชอบมาก 💯 จริงๆ,pos
ห่วย โคตรแย่ มัั้ง! มาก,neg
เครื่องดื่มชอบมาก สุดๆ..!! จริงๆ,pos
ไม่แนะนำ แแแอป!! ครับ,neg
ยอดเยี่ยม เกินคาดจริงๆ.. นะ! ครับ,pos
ตามราคา 🙂. ค่ะ. นะ,neu
พนักงาน คุ้มค่า 🤩 ครับ,pos
บริการหลังการขายแย่ลง สุดๆ คคคค่ะ… ค่ะ,neg
ไม่คุ้ม อาหาร.. นะ! สุดๆ,neg
คุ้มค่ามาก บรรยากาศ.. ค่ะ! นะ,pos
คุณภาพดี 😍. มั้ง!! ครับ,pos
ใช้ได้. มั้ง. นะ,neu
ราคาเกินคาดดดดดด.!!! ครับ,pos
อาหาร งงมาก 😡 ค่ะ! ค่ะ,neg
แย่ลง สุดๆ.. ครับ!,neg
บรรยากาศไม่ตรงปก แย่มากๆ. นะ! ค่ะ,neg
อาหารผิดหวัง โคตรแย่. นะ… ค่ะ,neg
คุณภาพ ไม่ตรงปก ค่ะ! ครับ,neg
ร้านนี้บริการดีมาก ชอบมาก,pos
อาหารอร่อย คุณภาพดี,pos
พนักงานพูดจาดีมาก,pos
คุ้มค่ากับราคาที่จ่าย,pos
บริการรวดเร็วทันใจ,pos
รอนานเกินไป ไม่ประทับใจ,neg
ราคาสูงเกินไป ไม่โอเค,neg
พนักงานพูดจาไม่ดีเลย,neg
อาหารไม่สดเลย,neg
ผิดหวังกับบริการ,neg
ราคาปานกลาง คุณภาพโอเค,neu
ร้านเปิดปกติทุกวัน,neu
อาหารรสชาติปกติ,neu
บรรยากาศธรรมดา ๆ,neu
พนักงานเฉย ๆ,neu
